Mode,Route Type,Route Num,Route Name,RPTP Level of Service,Area,month,passengers
Bus,School,S033,Westlake Boys To Northcross,School,North,2023-07-01,476.0
Bus,School,S033A,Long Bay To Westlake Schools,School,North,2023-07-01,865.0
Bus,School,S033D,Rosmini College To Verrans Corner,School,North,2023-07-01,510.0
Bus,School,S034,Westlake Boys To Takapuna Via Milford And Crown Hill,School,North,2023-07-01,519.0
Bus,School,S035,St Marys Primary To Beach Haven,School,North,2023-07-01,144.0
Bus,School,S035B,Mt Wellington To Otahuhu Schools,School,South,2023-07-01,226.0
Bus,School,S036,St Marys Primary To Bayview,School,North,2023-07-01,82.0
Bus,School,S036A,Westlake Girls To Campbells Bay,School,South,2023-07-01,215.0
Bus,School,S037,Glenfield To Westlake Schools Via Marlborough,School,North,2023-07-01,316.0
Bus,School,S038,Northcote Int To Verrans Corner Via Onewa Rd And Highbury,School,North,2023-07-01,445.0
Bus,School,S039,Kaukapakapa To Hibiscus Coast Station,School,North,2023-07-01,288.0
Bus,School,S040,Hibiscus Coast Station To Orewa College Via Millwater Pkwy,School,North,2023-07-01,2160.0
Bus,School,S041,Torbay To Westlake Schools,School,North,2023-07-01,848.0
Bus,School,S041A,Mangere To Otahuhu Schools,School,South,2023-07-01,183.0
Bus,School,S042,Albany To Westlake Schools,School,North,2023-07-01,452.0
Bus,School,S042B,Campbells Bay Primary To Forrest Hill,School,North,2023-07-01,426.0
Bus,School,S042C,Castor Bay To Campbells Bay Primary,School,North,2023-07-01,316.0
Bus,School,S043,Torbay To Rangitoto College Via Murrays Bay Intermediate,School,North,2023-07-01,812.0
Bus,School,S044A,Westlake Girls To Silverdale,School,North,2023-07-01,260.0
Bus,School,S045,Long Bay College To Windsor Park,School,North,2023-07-01,630.0
Bus,School,S045B,Orewa To Westlake Schools,School,North,2023-07-01,227.0
Bus,School,S045D,Westlake Schools To Silverdale,School,North,2023-07-01,261.0
Bus,School,S046,Carmel College And Westlake Girls To Glenfield,School,North,2023-07-01,207.0
Bus,School,S046B,De La Salle College To Otara,School,South,2023-07-01,267.0
Bus,School,S046D,Orewa To Rosmini College And Westlake Boys,School,North,2023-07-01,570.0
Bus,School,S046G,St Josephs School To Orewa,School,North,2023-07-01,194.0
Bus,School,S046X,St Josephs To Silverdale Express,School,North,2023-07-01,638.0
Bus,School,S047A,Carmel College And Westlake Girls To Gulf Harbour,School,North,2023-07-01,927.0
Bus,School,S047B,Gulf Harbour To Westlake Girls And Carmel College,School,North,2023-07-01,639.0
Bus,School,S048,Northcross To East Coast Bays Schools,School,North,2023-07-01,616.0
Bus,School,S049,St Josephs And Rosmini College To Browns Bay,School,North,2023-07-01,218.0
Bus,School,S049A,Kowhai Rd To Long Bay College,School,North,2023-07-01,550.0
Bus,School,S049C,Westlake Boys To Manly,School,North,2023-07-01,711.0
Bus,School,S050,Orewa College To Hibiscus Coast Station Via Bankside Dr,School,North,2023-07-01,660.0
Bus,School,S050B,West Harbour to Waitakere Schools and Holy Cross School,School,West,2023-07-01,1851.0
Bus,School,S051,Sunnynook To Westlake Schools,School,North,2023-07-01,213.0
Bus,School,S051B,Campbells Bay Primary To Milford,School,Central,2023-07-01,253.0
Bus,School,S051E,Middlemore To Seventh Day Adventist Primary,School,South,2023-07-01,17.0
Bus,School,S051F,Seventh Day Adventist Primary To Papatoetoe,School,South,2023-07-01,50.0
Bus,School,S052,Westlake Schools To Sunnynook,School,North,2023-07-01,160.0
Bus,School,S052A,Wairau Valley To Westlake Schools Via Sunnynook,School,North,2023-07-01,362.0
Bus,School,S053,Unsworth To Westlake Schools,School,North,2023-07-01,127.0
Bus,School,S053A,Long Bay College To Murrays Bay,School,North,2023-07-01,608.0
Bus,School,S053B,Campbells Bay To Westlake Schools,School,North,2023-07-01,497.0
Bus,School,S053E,Westlake Boys To Campbells Bay,School,North,2023-07-01,474.0
Bus,School,S053F,Parrs Park to Avondale College,School,West,2023-07-01,766.0
Bus,School,S054,St Johns School To Milford,School,North,2023-07-01,1116.0
Bus,School,S054A,Totara Vale To Westlake Schools Via Sunnynook,School,North,2023-07-01,234.0
Bus,School,S055,Westlake Schools To Wairau Valley,School,North,2023-07-01,171.0
Bus,School,S055A,Conifer Grove To Rosehill Schools,School,South,2023-07-01,457.0
Bus,School,S055C,McAuley High To Papakura,School,South,2023-07-01,402.0
Bus,School,S055D,Papakura To McAuley High,School,South,2023-07-01,335.0
Bus,School,S055F,Rosehill College To Conifer Grove,School,South,2023-07-01,512.0
Bus,School,S056,Carmel College To Glenfield,School,North,2023-07-01,305.0
Bus,School,S056C,Rosehill College To Manurewa Via Wattles Down,School,South,2023-07-01,182.0
Bus,School,S056D,Wattle Downs To Rosehill Schools,School,South,2023-07-01,92.0
Bus,School,S056E,Forest Hill to Avondale College,School,West,2023-07-01,792.0
Bus,School,S057,Westlake Schools To Glenfield,School,North,2023-07-01,347.0
Bus,School,S057A,Rosehill College To Waitaia Shores,School,South,2023-07-01,299.0
Bus,School,S058,Torbay School To Long Bay,School,North,2023-07-01,27.0
Bus,School,S058A,Favona To Onehunga Schools,School,South,2023-07-01,403.0
Bus,School,S058B,Manurewa Station To Rosehill Schools,School,South,2023-07-01,457.0
Bus,School,S058C,Rosehill College To Manurewa,School,South,2023-07-01,268.0
Bus,School,S058D,Rosehill Intermediate To Manurewa Station Via Conifer Grove,School,South,2023-07-01,259.0
Bus,School,S059,Rangitoto College To Browns Bay Shops,School,North,2023-07-01,677.0
Bus,School,S059A,De La Salle College To Papakura,School,South,2023-07-01,256.0
Bus,School,S059B,Mangere To Onehunga Schools,School,South,2023-07-01,380.0
Bus,School,S059C,Papakura To De La Salle College,School,South,2023-07-01,164.0
Bus,School,S060,Meadowood To Albany Schools,School,North,2023-07-01,1171.0
Bus,School,S060A,St Johns School To Pinehill,School,North,2023-07-01,590.0
Bus,School,S060K,Kumeu And Huapai To Kaipara College,School,West,2023-07-01,766.0
Bus,School,S061,Albany Heights To Albany Schools,School,North,2023-07-01,1625.0
Bus,School,S061A,Rangitoto College To Torbay,School,North,2023-07-01,759.0
Bus,School,S061E,Mangere Town Centre To Onehunga Schools,School,South,2023-07-01,564.0
Bus,School,S061G,Onehunga High To Mangere Town Centre,School,South,2023-07-01,232.0
Bus,School,S061J,Royal Oak Intermediate To Mangere Town Centre,School,South,2023-07-01,270.0
Bus,School,S062,Rangitoto College To Browns Bay Shops Via Beach Rd,School,North,2023-07-01,740.0
Bus,School,S062A,Favona To Onehunga Schools Via Mangere Bridge,School,South,2023-07-01,382.0
Bus,School,S062B,Takapuna To Takapuna Grammar,School,North,2023-07-01,306.0
Bus,School,S062C,Unsworth To Albany Primary,School,North,2023-07-01,937.0
Bus,School,S063,Northcross Intermediate To Torbay,School,North,2023-07-01,517.0
Bus,School,S064,Albany Station To Epsom And Remuera Schools,School,North,2023-07-01,756.0
Bus,School,S064C,One Tree Hill College To Otahuhu,School,South,2023-07-01,366.0
Bus,School,S065,Rangitoto College To Takapuna Via Beach Rd,School,North,2023-07-01,410.0
Bus,School,S065B,Otahuhu Town Centre To Ellerslie Penrose Schools,School,South,2023-07-01,312.0
Bus,School,S066,Rangitoto College To Takapuna,School,North,2023-07-01,522.0
Bus,School,S067A,One Tree Hill College To Otahuhu Town Centre,School,South,2023-07-01,138.0
Bus,School,S068,Carmel College To Beach Haven,School,North,2023-07-01,377.0
Bus,School,S069,St Johns School To Albany,School,North,2023-07-01,335.0
Bus,School,S070,Schnapper Rock To Upper Harbour Primary,School,North,2023-07-01,732.0
Bus,School,S070A,Long Bay College To Browns Bay Shops,School,North,2023-07-01,392.0
Bus,School,S071,Pinehill To Long Bay College,School,North,2023-07-01,1277.0
Bus,School,S072,Northcote College To Marlborough,School,North,2023-07-01,184.0
Bus,School,S072D,Titirangi to Avondale College,School,West,2023-07-01,1224.0
Bus,School,S073,Westlake Schools To Totara Vale Via Sunnynook,School,North,2023-07-01,280.0
Bus,School,S073A,Edgewater College To Otahuhu,School,South,2023-07-01,121.0
Bus,School,S073B,Birkdale To Wairau Intermediate,School,North,2023-07-01,261.0
Bus,School,S073C,Otahuhu To Edgewater College,School,South,2023-07-01,45.0
Bus,School,S073H,Woodlands Park to Glen Eden Intermediate,School,West,2023-07-01,837.0
Bus,School,S074,Windy Ridge To Westlake Schools,School,North,2023-07-01,903.0
Bus,School,S074D,Laingholm To Glen Eden Intermediate,School,West,2023-07-01,1133.0
Bus,School,S075,Glenfield Intermediate to Beach Haven,School,North,2023-07-01,543.0
Bus,School,S075B,Laingholm Primary to Green Bay High School,School,West,2023-07-01,631.0
Bus,School,S076,Glenfield Schools to Windy Ridge,School,North,2023-07-01,359.0
Bus,School,S076A,Laingholm To Green Bay High School,School,West,2023-07-01,1314.0
Bus,School,S076B,Northcross Intermediate To Stella Maris,School,North,2023-07-01,425.0
Bus,School,S077B,Verrans Corner To Glenfield Schools,School,North,2023-07-01,342.0
Bus,School,S078,Sunnynook To Glenfield College,School,North,2023-07-01,437.0
Bus,School,S079,Chatswood To Birkenhead Schools,School,North,2023-07-01,170.0
Bus,School,S080,Takapuna Grammar To Devonport,School,North,2023-07-01,356.0
Bus,School,S080A,Chatswood To Northcote Schools,School,North,2023-07-01,473.0
Bus,School,S081,Hillcrest To Northcote Schools,School,North,2023-07-01,910.0
Bus,School,S081A,Stanley Bay To Belmont Intermediate And Takapuna Grammar,School,North,2023-07-01,1080.0
Bus,School,S082,Takapuna Grammar To Stanley Bay,School,North,2023-07-01,773.0
Bus,School,S082A,Stanley Bay To Belmont Schools,School,North,2023-07-01,577.0
Bus,School,S083,Devonport To Belmont Schools Via Cheltenham,School,North,2023-07-01,802.0
Bus,School,S084,Belmont Intermediate To Devonport,School,North,2023-07-01,529.0
Bus,School,S084B,Mangere To St Josephs School (Onehunga),School,South,2023-07-01,65.0
Bus,School,S084C,St Josephs School (Onehunga) To Mangere Town Centre,School,South,2023-07-01,95.0
Bus,School,S087,Stanley Bay To Westlake Schools,School,North,2023-07-01,815.0
Bus,School,S087C,Te Huruhi School To Oneroa,School,Waiheke Island,2023-07-01,216.0
Bus,School,S088,Waiheke High School To Rocky Bay,School,Waiheke Island,2023-07-01,291.0
Bus,School,S089,Takapuna Normal Intermediate To Devonport,School,North,2023-07-01,104.0
Bus,School,S089D,Te Huruhi School To Rocky Bay,School,Waiheke Island,2023-07-01,141.0
Bus,School,S090,Matiatia Wharf To Kennedy Point Schools,School,Waiheke Island,2023-07-01,226.0
Bus,School,S091,Oneroa Beach To Waiheke High School,School,Waiheke Island,2023-07-01,250.0
Bus,School,S092,Piemelon Bay Rd To Waiheke Schools,School,Waiheke Island,2023-07-01,285.0
Bus,School,S093,Waiheke High School To Palm Beach,School,Waiheke Island,2023-07-01,201.0
Bus,School,S094,Palm Road To Waiheke Primary,School,Waiheke Island,2023-07-01,347.0
Bus,School,S095,Te Huruhi School To Waiheke Rd,School,Waiheke Island,2023-07-01,195.0
Bus,School,S096,Waiheke High School To Piemelon Bay Rd,School,Waiheke Island,2023-07-01,409.0
Bus,School,S097,Rocky Bay to Waiheke Schools,School,Waiheke Island,2023-07-01,262.0
Bus,School,S220,Waiheke High School To Oneroa,School,Waiheke Island,2023-07-01,319.0
Bus,School,S400,"Panmure To One Tree Hill College, Ellerslie School And St Ma",School,East,2023-07-01,1126.0
Bus,School,S401,Mt Wellington To St Marys School And Ellerslie School,School,East,2023-07-01,825.0
Bus,School,S402,Panama Rd To One Tree Hill College And Ellerslie Schools,School,Central,2023-07-01,531.0
Bus,School,S409,Glendowie And St Johns To Baradene College,School,East,2023-07-01,666.0
Bus,School,S410,Panmure To Baradene Via Marua Rd,School,East,2023-07-01,1036.0
Bus,School,S411,Panmure To Baradene Via Stonefields,School,Central,2023-07-01,915.0
Bus,School,S412,Glen Innes To Baradene Via West Tamaki Rd,School,Central,2023-07-01,934.0
Bus,School,S413,St Heliers To Baradene College,School,Central,2023-07-01,1307.0
Bus,School,S414,Commerce St To Sacred Heart,School,Central,2023-07-01,574.0
Bus,School,S415,Pakuranga To Sacred Heart College,School,East,2023-07-01,704.0
Bus,School,S416,Botany To Sacred Heart College,School,East,2023-07-01,1032.0
Bus,School,S417,Ellerslie To Sacred Heart And Glendowie Colleges,School,Central,2023-07-01,1764.0
Bus,School,S418,Balmoral To Sacred Heart And Glendowie Colleges,School,Central,2023-07-01,1055.0
Bus,School,S419,Newmarket To Sacred Heart And Glendowie Colleges,School,Central,2023-07-01,928.0
Bus,School,S420,Pakuranga To Buck Beach Int & Macleans College Via Farm Cove,School,East,2023-07-01,789.0
Bus,School,S421,Burswood To Farm Cove Intermediate,School,East,2023-07-01,780.0
Bus,School,S424,Bucklands Beach To Bucklands Beach Intermediate,School,East,2023-07-01,269.0
Bus,School,S425,Botany To Bucklands Beach Intermediate And Macleans College,School,East,2023-07-01,908.0
Bus,School,S426,Botany To Macleans College,School,East,2023-07-01,1018.0
Bus,School,S427,Flat Bush To Bucklands Beach Intermediate And Macleans Colle,School,East,2023-07-01,1437.0
Bus,School,S428,Botany To Bucklands Beach Intermediate And Macleans College,School,East,2023-07-01,1087.0
Bus,School,S430,Meadowlands To Owairoa Primary,School,East,2023-07-01,332.0
Bus,School,S431,Botany To Howick College And Somerville Intermediate,School,East,2023-07-01,403.0
Bus,School,S432,Howick College To Dannemora,School,East,2023-07-01,14.0
Bus,School,S433,Redcastle Dr To Somerville Intermediate And Howick College,School,East,2023-07-01,890.0
Bus,School,S434,Dannemora To Somerville Intermediate And Howick College,School,East,2023-07-01,1967.0
Bus,School,S435,Dannemora To Somerville Intermediate,School,East,2023-07-01,1086.0
Bus,School,S436,Flat Bush To Somerville Intermediate And Howick College,School,East,2023-07-01,1346.0
Bus,School,S437,Cockle Bay School To Flat Bush,School,East,2023-07-01,237.0
Bus,School,S439,Our Lady Star Of The Sea To Botany Downs,School,East,2023-07-01,109.0
Bus,School,S440,Bucklands Beach To Sancta Maria,School,East,2023-07-01,910.0
Bus,School,S441,Howick To Sancta Maria,School,East,2023-07-01,716.0
Bus,School,S442,Cockle Bay To Sancta Maria,School,East,2023-07-01,379.0
Bus,School,S443,Manukau Bus Station To Sancta Maria,School,East,2023-07-01,786.0
Bus,School,S444,Manukau Bus Station To Howick Intermediate,School,East,2023-07-01,962.0
Bus,School,S445,Howick Intermediate To Chapel Rd,School,East,2023-07-01,269.0
Bus,School,S461,Middlemore Hospital To Papatoetoe Intermediate Via Wallace R,School,South,2023-07-01,594.0
Bus,School,S462,Papatoetoe To Papatoetoe Intermediate,School,South,2023-07-01,390.0
Bus,School,S463,Puhinui Rd  To Papatoetoe Schools,School,South,2023-07-01,655.0
Bus,School,S464,Papatoetoe Intermediate To Clover Park,School,South,2023-07-01,208.0
Bus,School,S465,Papatoetoe High To Papatoetoe Via Puhinui Rd,School,South,2023-07-01,140.0
Bus,School,S500,St Marys College To Pt Chevalier Beach,School,Central,2023-07-01,399.0
Bus,School,S501,Britomart To St Marys College,School,Central,2023-07-01,1526.0
Bus,School,S505,Ponsonby To Motions Rd Opp Pasadena School,School,Central,2023-07-01,635.0
Bus,School,S510,Lynfield To Auckland Grammar And St Peters College,School,Central,2023-07-01,1296.0
Bus,School,S511,Lynfield To Waikowhai Intermediate,School,Central,2023-07-01,499.0
Bus,School,S512,Epsom Girls Grammar To Lynfield,School,Central,2023-07-01,482.0
Bus,School,S514,Remuera To Auckland Grammar Via Lillington Rd,School,Central,2023-07-01,1151.0
Bus,School,S515,Remuera To Auckland Grammar Via Portland Rd,School,Central,2023-07-01,863.0
Bus,School,S516,Parnell To Auckland Grammar Via Epsom Schools,School,Central,2023-07-01,169.0
Bus,School,S519,Ellerslie To Baradene,School,Central,2023-07-01,411.0
Bus,School,S520,Mt Roskill Shops To Epsom And Remuera Schools,School,Central,2023-07-01,682.0
Bus,School,S521,Glen Innes To Epsom Schools,School,Central,2023-07-01,356.0
Bus,School,S522G,St Heliers To Epsom Schools,School,Central,2023-07-01,352.0
Bus,School,S522N,St Heliers To Epsom Schools,School,Central,2023-07-01,162.0
Bus,School,S523,Glendowie to Epsom Schools,School,Central,2023-07-01,393.0
Bus,School,S524,Remuera To Epsom Schools,School,Central,2023-07-01,208.0
Bus,School,S525,Herne Bay To Epsom Girls Grammar School,School,Central,2023-07-01,254.0
Bus,School,S530,Royal Oak Intermediate to Onehunga,School,Central,2023-07-01,171.0
Bus,School,S531,Onehunga High To Church St Onehunga,School,Central,2023-07-01,171.0
Bus,School,S540,Sacred Heart To Glen Innes,School,Central,2023-07-01,398.0
Bus,School,S541,Remuera Primary To Ellerslie Shops,School,Central,2023-07-01,106.0
Bus,School,S542,Kohimarama To Remuera Intermediate Via Meadowbank,School,Central,2023-07-01,1650.0
Bus,School,S543,Remuera Intermediate To Kohimarama via St Johns Rd,School,Central,2023-07-01,498.0
Bus,School,S544,Meadowbank To Selwyn College,School,Central,2023-07-01,904.0
Bus,School,S545,Upland Rd Shops To Selwyn College,School,Central,2023-07-01,908.0
Bus,School,S546,Ellerslie To Selwyn College,School,Central,2023-07-01,1182.0
Bus,School,S547,Panmure to Selwyn College via Stonefields,School,Central,2023-07-01,1470.0
Bus,School,S548,St Ignatius To Glendowie,School,Central,2023-07-01,262.0
Bus,School,S549,Gowing Dr And Panapa Dr To St Thomas,School,Central,2023-07-01,966.0
Bus,School,S550,Gowing Dr And Gerard Way To St Thomas,School,Central,2023-07-01,341.0
Bus,School,S568,Onehunga To Waikowhai Intermediate,School,Central,2023-07-01,186.0
Bus,School,S813,Takapuna Grammar To Takapuna,School,North,2023-07-01,1471.0
Bus,Special Event,Q SPEV,Special Event Service Pattern,,,2023-07-01,23971.0
Ferry,Commuter,BAYS,Bayswater,Local,North,2023-07-01,4797.0
Ferry,Commuter,BIRK,Birkenhead,Local,North,2023-07-01,4591.0
Ferry,Commuter,Commercial,Commercial,Commercial,Waiheke Island,2023-07-01,140863.0
Ferry,Commuter,DEV,Devonport,Connector,North,2023-07-01,102481.0
Ferry,Commuter,GULF,Gulf Harbour,Local,North,2023-07-01,4737.0
Ferry,Commuter,HMB,Half Moon Bay,Local,East,2023-07-01,18648.0
Ferry,Commuter,HOBS,Hobsonville Point,Local,West,2023-07-01,15315.0
Ferry,Commuter,PINE,Pine Harbour,Local,North,2023-07-01,17506.0
Ferry,Commuter,RAK,Rakino Island,Targeted,Rakino Island,2023-07-01,282.0
Ferry,Commuter,WSTH,West Harbour,Local,West,2023-07-01,8913.0
Ferry,Ferry Replacement,Q GULF,Gulf Harbour To Downtown Ferry Bus (Unplanned),Ferry Replacement,North,2023-07-01,510.0
Ferry,Ferry Replacement,Q HMB,Half Moon Bay To Downtown Ferry Bus (Unplanned),Ferry Replacement,East,2023-07-01,195.0
Ferry,Ferry Replacement,Q PINE,Pine Harbour To Downtown Ferry Bus (Unplanned),Ferry Replacement,North,2023-07-01,17.0
Ferry,Ferry Replacement,Q WSTH,West Harbour To Downtown Ferry Bus (Unplanned),Ferry Replacement,West,2023-07-01,64.0
Ferry,,Unknown,Unknown,,Unknown,2023-07-01,34.0
