Mode,Route Type,Route Num,Route Name,RPTP Level of Service,Area,month,passengers
Bus,School,S053A,Long Bay College To Murrays Bay,School,North,2025-11-01,799.0
Bus,School,S053B,Campbells Bay To Westlake Schools,School,North,2025-11-01,656.0
Bus,School,S053E,Westlake Boys To Campbells Bay,School,North,2025-11-01,512.0
Bus,School,S053F,Parrs Park to Avondale College,School,West,2025-11-01,379.0
Bus,School,S054,St Johns School To Milford,School,North,2025-11-01,1693.0
Bus,School,S054A,Totara Vale To Westlake Schools Via Sunnynook,School,North,2025-11-01,254.0
Bus,School,S055,Westlake Schools To Wairau Valley,School,North,2025-11-01,236.0
Bus,School,S055A,Conifer Grove To Rosehill Schools,School,South,2025-11-01,630.0
Bus,School,S055C,McAuley High To Papakura,School,South,2025-11-01,384.0
Bus,School,S055D,Papakura To McAuley High,School,South,2025-11-01,519.0
Bus,School,S055F,Rosehill College To Conifer Grove,School,South,2025-11-01,643.0
Bus,School,S056,Carmel College To Glenfield,School,North,2025-11-01,399.0
Bus,School,S056C,Rosehill College To Manurewa Via Wattles Down,School,South,2025-11-01,165.0
Bus,School,S056D,Wattle Downs To Rosehill Schools,School,South,2025-11-01,402.0
Bus,School,S056E,Forest Hill to Avondale College,School,West,2025-11-01,638.0
Bus,School,S057,Westlake Schools To Glenfield,School,North,2025-11-01,254.0
Bus,School,S057A,Rosehill College To Waitaia Shores,School,South,2025-11-01,576.0
Bus,School,S058,Torbay School To Long Bay,School,North,2025-11-01,44.0
Bus,School,S058A,Favona To Onehunga Schools,School,South,2025-11-01,261.0
Bus,School,S058B,Manurewa Station To Rosehill Schools,School,South,2025-11-01,677.0
Bus,School,S058C,Rosehill College To Manurewa,School,South,2025-11-01,416.0
Bus,School,S058D,Rosehill Intermediate To Manurewa Station Via Conifer Grove,School,South,2025-11-01,478.0
Bus,School,S059,Rangitoto College To Browns Bay Shops,School,North,2025-11-01,493.0
Bus,School,S059A,De La Salle College To Papakura,School,South,2025-11-01,539.0
Bus,School,S059B,Mangere To Onehunga Schools,School,South,2025-11-01,430.0
Bus,School,S059C,Papakura To De La Salle College,School,South,2025-11-01,252.0
Bus,School,S060,Meadowood To Albany Schools,School,North,2025-11-01,1757.0
Bus,School,S060A,St Johns School To Pinehill,School,North,2025-11-01,1189.0
Bus,School,S060K,Kumeu And Huapai To Kaipara College,School,West,2025-11-01,502.0
Bus,School,S061,Albany Heights To Albany Schools,School,North,2025-11-01,3380.0
Bus,School,S061A,Rangitoto College To Torbay,School,North,2025-11-01,838.0
Bus,School,S061E,Mangere Town Centre To Onehunga Schools,School,South,2025-11-01,791.0
Bus,School,S061G,Onehunga High To Mangere Town Centre,School,South,2025-11-01,160.0
Bus,School,S061J,Royal Oak Intermediate To Mangere Town Centre,School,South,2025-11-01,379.0
Bus,School,S062,Rangitoto College To Browns Bay Shops Via Beach Rd,School,North,2025-11-01,1173.0
Bus,School,S062A,Favona To Onehunga Schools Via Mangere Bridge,School,South,2025-11-01,421.0
Bus,School,S062B,Takapuna To Takapuna Grammar,School,North,2025-11-01,247.0
Bus,School,S062C,Unsworth To Albany Primary,School,North,2025-11-01,1014.0
Bus,School,S063,Northcross Intermediate To Torbay,School,North,2025-11-01,1229.0
Bus,School,S064,Albany Station To Epsom And Remuera Schools,School,North,2025-11-01,2262.0
Bus,School,S065,Rangitoto College To Takapuna Via Beach Rd,School,North,2025-11-01,305.0
Bus,School,S066,Rangitoto College To Takapuna,School,North,2025-11-01,672.0
Bus,School,S067A,One Tree Hill College To Otahuhu Town Centre,School,South,2025-11-01,30.0
Bus,School,S068,Carmel College To Beach Haven,School,North,2025-11-01,393.0
Bus,School,S069,St Johns School To Albany,School,North,2025-11-01,685.0
Bus,School,S070,Schnapper Rock To Upper Harbour Primary,School,North,2025-11-01,1288.0
Bus,School,S070A,Long Bay College To Browns Bay Shops,School,North,2025-11-01,414.0
Bus,School,S071,Pinehill To Long Bay College,School,North,2025-11-01,2077.0
Bus,School,S072,Northcote College To Marlborough,School,North,2025-11-01,124.0
Bus,School,S072D,Titirangi to Avondale College,School,West,2025-11-01,1124.0
Bus,School,S073,Westlake Schools To Totara Vale Via Sunnynook,School,North,2025-11-01,259.0
Bus,School,S073A,Edgewater College To Otahuhu,School,South,2025-11-01,108.0
Bus,School,S073B,Birkdale To Wairau Intermediate,School,North,2025-11-01,639.0
Bus,School,S073C,Otahuhu To Edgewater College,School,South,2025-11-01,71.0
Bus,School,S073H,Woodlands Park to Glen Eden Intermediate,School,West,2025-11-01,1106.0
Bus,School,S074,Windy Ridge To Westlake Schools,School,North,2025-11-01,876.0
Bus,School,S074D,Laingholm To Glen Eden Intermediate,School,West,2025-11-01,1356.0
Bus,School,S075,Glenfield Intermediate to Beach Haven,School,North,2025-11-01,995.0
Bus,School,S075B,Laingholm Primary to Green Bay High School,School,West,2025-11-01,858.0
Bus,School,S076,Glenfield Schools to Windy Ridge,School,North,2025-11-01,377.0
Bus,School,S076A,Laingholm To Green Bay High School,School,West,2025-11-01,1758.0
Bus,School,S076B,Northcross Intermediate To Stella Maris,School,North,2025-11-01,610.0
Bus,School,S077B,Verrans Corner To Glenfield Schools,School,North,2025-11-01,360.0
Bus,School,S078,Sunnynook To Glenfield College,School,North,2025-11-01,856.0
Bus,School,S079,Chatswood To Birkenhead Schools,School,North,2025-11-01,181.0
Bus,School,S080,Takapuna Grammar To Devonport,School,North,2025-11-01,103.0
Bus,School,S080A,Chatswood To Northcote Schools,School,North,2025-11-01,625.0
Bus,School,S081,Hillcrest To Northcote Schools,School,North,2025-11-01,770.0
Bus,School,S081A,Stanley Bay To Belmont Intermediate And Takapuna Grammar,School,North,2025-11-01,1204.0
Bus,School,S082,Takapuna Grammar To Stanley Bay,School,North,2025-11-01,522.0
Bus,School,S082A,Stanley Bay To Belmont Schools,School,North,2025-11-01,745.0
Bus,School,S083,Devonport To Belmont Schools Via Cheltenham,School,North,2025-11-01,579.0
Bus,School,S084,Belmont Intermediate To Devonport,School,North,2025-11-01,626.0
Bus,School,S084B,Mangere To St Josephs School (Onehunga),School,South,2025-11-01,47.0
Bus,School,S084C,St Josephs School (Onehunga) To Mangere Town Centre,School,South,2025-11-01,165.0
Bus,School,S087,Stanley Bay To Westlake Schools,School,North,2025-11-01,878.0
Bus,School,S087C,Te Huruhi School To Oneroa,School,Waiheke Island,2025-11-01,299.0
Bus,School,S088,Waiheke High School To Rocky Bay,School,Waiheke Island,2025-11-01,182.0
Bus,School,S089,Takapuna Normal Intermediate To Devonport,School,North,2025-11-01,271.0
Bus,School,S089D,Te Huruhi School To Rocky Bay,School,Waiheke Island,2025-11-01,136.0
Bus,School,S090,Matiatia Wharf To Kennedy Point Schools,School,Waiheke Island,2025-11-01,345.0
Bus,School,S091,Oneroa Beach To Waiheke High School,School,Waiheke Island,2025-11-01,280.0
Bus,School,S092,Piemelon Bay Rd To Waiheke Schools,School,Waiheke Island,2025-11-01,71.0
Bus,School,S093,Waiheke High School To Palm Beach,School,Waiheke Island,2025-11-01,252.0
Bus,School,S094,Palm Road To Waiheke Primary,School,Waiheke Island,2025-11-01,518.0
Bus,School,S095,Te Huruhi School To Waiheke Rd,School,Waiheke Island,2025-11-01,407.0
Bus,School,S096,Waiheke High School To Piemelon Bay Rd,School,Waiheke Island,2025-11-01,360.0
Bus,School,S097,Rocky Bay to Waiheke Schools,School,Waiheke Island,2025-11-01,184.0
Bus,School,S213,Te Atatu Schools To Henderson Town Centre,School,West,2025-11-01,326.0
Bus,School,S220,Waiheke High School To Oneroa,School,Waiheke Island,2025-11-01,332.0
Bus,School,S400,"Panmure To One Tree Hill College, Ellerslie School And St Ma",School,East,2025-11-01,1023.0
Bus,School,S401,Mt Wellington To St Marys School And Ellerslie School,School,East,2025-11-01,1738.0
Bus,School,S402,Panama Rd To One Tree Hill College And Ellerslie Schools,School,Central,2025-11-01,553.0
Bus,School,S407,Mt Wellington To Otahuhu Schools,School,Central,2025-11-01,381.0
Bus,School,S408,Ellerslie To Sacred Heart Via Mt Wellington Highway,School,Central,2025-11-01,1225.0
Bus,School,S409,Glendowie And St Johns To Baradene College,School,East,2025-11-01,1173.0
Bus,School,S410,Panmure To Baradene Via Marua Rd,School,East,2025-11-01,929.0
Bus,School,S411,Panmure To Baradene Via Stonefields,School,Central,2025-11-01,914.0
Bus,School,S412,Glen Innes To Baradene Via West Tamaki Rd,School,Central,2025-11-01,1119.0
Bus,School,S413,St Heliers To Baradene College,School,Central,2025-11-01,2185.0
Bus,School,S414,Commerce St To Sacred Heart,School,Central,2025-11-01,1032.0
Bus,School,S415,Pakuranga To Sacred Heart College,School,East,2025-11-01,1371.0
Bus,School,S416,Botany To Sacred Heart College,School,East,2025-11-01,1230.0
Bus,School,S417,Ellerslie To Sacred Heart And Glendowie Colleges,School,Central,2025-11-01,2017.0
Bus,School,S418,Balmoral To Sacred Heart And Glendowie Colleges,School,Central,2025-11-01,1271.0
Bus,School,S419,Newmarket To Sacred Heart And Glendowie Colleges,School,Central,2025-11-01,866.0
Bus,School,S420,Pakuranga To Buck Beach Int & Macleans College Via Farm Cove,School,East,2025-11-01,773.0
Bus,School,S421,Burswood To Farm Cove Intermediate,School,East,2025-11-01,1192.0
Bus,School,S423,Otara To Edgewater College,School,Central,2025-11-01,167.0
Bus,School,S424,Bucklands Beach To Bucklands Beach Intermediate,School,East,2025-11-01,991.0
Bus,School,S425,Botany To Bucklands Beach Intermediate And Macleans College,School,East,2025-11-01,738.0
Bus,School,S426,Botany To Macleans College,School,East,2025-11-01,915.0
Bus,School,S427,Flat Bush To Bucklands Beach Intermediate And Macleans Colle,School,East,2025-11-01,1145.0
Bus,School,S428,Botany To Bucklands Beach Intermediate And Macleans College,School,East,2025-11-01,596.0
Bus,School,S429,Macleans College to Botany Town Centre,School,East,2025-11-01,493.0
Bus,School,S430,Meadowlands To Owairoa Primary,School,East,2025-11-01,375.0
Bus,School,S431,Botany To Howick College And Somerville Intermediate,School,East,2025-11-01,565.0
Bus,School,S433,Redcastle Dr To Somerville Intermediate And Howick College,School,East,2025-11-01,1600.0
Bus,School,S434,Dannemora To Somerville Intermediate And Howick College,School,East,2025-11-01,3673.0
Bus,School,S435,Dannemora To Somerville Intermediate,School,East,2025-11-01,1701.0
Bus,School,S436,Flat Bush To Somerville Intermediate And Howick College,School,East,2025-11-01,2308.0
Bus,School,S437,Cockle Bay School To Flat Bush,School,East,2025-11-01,275.0
Bus,School,S439,Our Lady Star Of The Sea To Botany Downs,School,East,2025-11-01,79.0
Bus,School,S440,Bucklands Beach To Sancta Maria,School,East,2025-11-01,1231.0
Bus,School,S441,Howick To Sancta Maria,School,East,2025-11-01,828.0
Bus,School,S442,Cockle Bay To Sancta Maria,School,East,2025-11-01,581.0
Bus,School,S443,Manukau Bus Station To Sancta Maria,School,East,2025-11-01,1249.0
Bus,School,S444,Manukau Bus Station To Howick Intermediate,School,East,2025-11-01,1118.0
Bus,School,S445,Howick Intermediate To Chapel Rd,School,East,2025-11-01,318.0
Bus,School,S449,Westlake Boys To Hibiscus Coast Station,School,North,2025-11-01,238.0
Bus,School,S460,Otahuhu Town Centre To Ellerslie Penrose Schools,School,Central,2025-11-01,334.0
Bus,School,S461,Middlemore Hospital To Papatoetoe Intermediate Via Wallace R,School,South,2025-11-01,1423.0
Bus,School,S462,Papatoetoe To Papatoetoe Intermediate,School,South,2025-11-01,574.0
Bus,School,S463,Puhinui Rd  To Papatoetoe Schools,School,South,2025-11-01,1124.0
Bus,School,S464,Papatoetoe Intermediate To Clover Park,School,South,2025-11-01,546.0
Bus,School,S465,Papatoetoe High To Papatoetoe Via Puhinui Rd,School,South,2025-11-01,170.0
Bus,School,S466,Marcellin College To Sylvia Park,School,Central,2025-11-01,332.0
Bus,School,S467,One Tree Hill College To Otahuhu,School,Central,2025-11-01,511.0
Bus,School,S500,St Marys College To Pt Chevalier Beach,School,Central,2025-11-01,277.0
Bus,School,S501,Britomart To St Marys College,School,Central,2025-11-01,734.0
Bus,School,S505,Ponsonby To Motions Rd Opp Pasadena School,School,Central,2025-11-01,781.0
Bus,School,S510,Lynfield To Auckland Grammar And St Peters College,School,Central,2025-11-01,963.0
Bus,School,S511,Lynfield To Waikowhai Intermediate,School,Central,2025-11-01,871.0
Bus,School,S512,Epsom Girls Grammar To Lynfield,School,Central,2025-11-01,490.0
Bus,School,S513,St Lukes To Epsom Schools,School,Central,2025-11-01,667.0
Bus,School,S514,Remuera To Auckland Grammar Via Lillington Rd,School,Central,2025-11-01,968.0
Bus,School,S515,Remuera To Auckland Grammar Via Portland Rd,School,Central,2025-11-01,787.0
Bus,School,S516,Parnell To Auckland Grammar Via Epsom Schools,School,Central,2025-11-01,460.0
Bus,School,S519,Ellerslie To Baradene,School,Central,2025-11-01,423.0
Bus,School,S520,Mt Roskill Shops To Epsom And Remuera Schools,School,Central,2025-11-01,1280.0
Bus,School,S521,Glen Innes To Epsom Schools,School,Central,2025-11-01,1197.0
Bus,School,S522G,St Heliers To Epsom Schools,School,Central,2025-11-01,664.0
Bus,School,S522N,St Heliers To Epsom Schools,School,Central,2025-11-01,668.0
Bus,School,S523,Glendowie to Epsom Schools,School,Central,2025-11-01,1023.0
Bus,School,S524,Remuera To Epsom Schools,School,Central,2025-11-01,299.0
Bus,School,S525,Herne Bay To Epsom Girls Grammar School,School,Central,2025-11-01,84.0
Bus,School,S530,Royal Oak Intermediate to Onehunga,School,Central,2025-11-01,298.0
Bus,School,S531,Onehunga High To Church St Onehunga,School,Central,2025-11-01,197.0
Bus,School,S540,Sacred Heart To Glen Innes,School,Central,2025-11-01,895.0
Bus,School,S541,Remuera Primary To Ellerslie Shops,School,Central,2025-11-01,412.0
Bus,School,S542,Kohimarama To Remuera Intermediate Via Meadowbank,School,Central,2025-11-01,2140.0
Bus,School,S543,Remuera Intermediate To Kohimarama via St Johns Rd,School,Central,2025-11-01,884.0
Bus,School,S544,Meadowbank To Selwyn College,School,Central,2025-11-01,1259.0
Bus,School,S545,Upland Rd Shops To Selwyn College,School,Central,2025-11-01,730.0
Bus,School,S546,Ellerslie To Selwyn College,School,Central,2025-11-01,875.0
Bus,School,S547,Panmure to Selwyn College via Stonefields,School,Central,2025-11-01,2415.0
Bus,School,S548,St Ignatius To Glendowie,School,Central,2025-11-01,424.0
Bus,School,S549,Gowing Dr And Panapa Dr To St Thomas,School,Central,2025-11-01,1476.0
Bus,School,S550,Gowing Dr And Gerard Way To St Thomas,School,Central,2025-11-01,1344.0
Bus,School,S813,Takapuna Grammar To Takapuna,School,North,2025-11-01,1125.0
Bus,Special Event,Q SPEV,Special Event Service Pattern,,,2025-11-01,25258.0
Ferry,Commuter,BAYS,Bayswater,Local,North,2025-11-01,11329.0
Ferry,Commuter,BIRK,Birkenhead,Local,North,2025-11-01,7024.0
Ferry,Commuter,Commercial,Commercial,Commercial,Waiheke Island,2025-11-01,219619.0
Ferry,Commuter,DEV,Devonport,Connector,North,2025-11-01,140095.0
Ferry,Commuter,GULF,Gulf Harbour,Local,North,2025-11-01,7979.0
Ferry,Commuter,HMB,Half Moon Bay,Local,East,2025-11-01,16374.0
Ferry,Commuter,HOBS,Hobsonville Point,Local,West,2025-11-01,18601.0
Ferry,Commuter,PINE,Pine Harbour,Local,North,2025-11-01,19956.0
Ferry,Commuter,RAK,Rakino Island,Targeted,Rakino Island,2025-11-01,517.0
Ferry,Commuter,WSTH,West Harbour,Local,West,2025-11-01,8934.0
Train,Commuter,EAST,Eastern,Rapid,East,2025-11-01,327614.0
Train,Commuter,EAST/STH,Shared lines from Britomart to south of Otahuhu,Rapid,South,2025-11-01,100723.0
Train,Commuter,ONE,Onehunga,Connector,South,2025-11-01,16899.0
Train,Commuter,ONE/STH,Shared lines from Britomart and between Newmarket and Penrose,Rapid,Central,2025-11-01,62282.0
Train,Commuter,STH,Southern,Rapid,South,2025-11-01,284274.0
Train,Commuter,WEST,Western,Rapid,West,2025-11-01,350977.0
Train,Commuter,WEST/ONE/EAST/STH,Shared lines between Britomart and elsewhere (unknown tag-on or tag-off),Rapid,Central,2025-11-01,13484.0
Train,Commuter,WEST/STH,Shared lines between Britomart and Newmarket,Rapid,Central,2025-11-01,68869.0
Train,,Unknown,Unknown,,Unknown,2025-11-01,23958.0
Train,Rail Replacement,RBE,Manukau To Otahuhu Eastern Rail Bus,Rail Replacement,East,2025-11-01,268.0
Train,Rail Replacement,RBO,Onehunga To Britomart Onehunga Rail Bus,Rail Replacement,South,2025-11-01,93.0
Train,Rail Replacement,RBS,Papakura To Britomart Southern Rail Bus,Rail Replacement,South,2025-11-01,1241.0
Train,Rail Replacement,RBW,Swanson To Britomart Western Rail Bus,Rail Replacement,West,2025-11-01,10568.0
Bus,Commuter,101,Pt Chevalier To Auckland University Via Jervois Rd,Peak,Central,2025-12-01,4705.0
Bus,Commuter,105,Westmere To Britomart Via Richmond Rd,Connector,Central,2025-12-01,33982.0
Bus,Commuter,106,Freemans Bay Loop,Connector,Central,2025-12-01,8203.0
Bus,Commuter,111,Royal Heights Loop,Local,West,2025-12-01,4639.0
Bus,Commuter,112,Hob Pt Wharf To Northwest Via W Harbour,Connector,West,2025-12-01,10825.0
Bus,Commuter,114,Hob Pt Wharf To Northwest Via Whenuapai,Local,West,2025-12-01,3487.0
Bus,Commuter,116,West Hills Loop,Local,West,2025-12-01,476.0
Bus,Commuter,11T,Northwest To City Centre Via Triangle Rd,Frequent,West,2025-12-01,37455.0
Bus,Commuter,11W,Northwest To City Centre Via Waimumu Rd,Frequent,West,2025-12-01,34825.0
Bus,Commuter,12,Henderson to Constellation Station via Westgate,Frequent,West,2025-12-01,54968.0
Bus,Commuter,122,Huapai North To Westgate Via Kumeu,Rural Township,West,2025-12-01,2009.0
Bus,Commuter,123,Huapai Triangle To Westgate Via Kumeu,Rural Township,West,2025-12-01,1536.0
Bus,Commuter,125,Helensville To Westgate Via Kumeu,Rural Township,West,2025-12-01,8980.0
Bus,Commuter,126,Albany To Westgate Via Riverhead,Rural Township,West,2025-12-01,8686.0
Bus,Commuter,128,Hibiscus Coast Station To Helensville,Rural Township,West,2025-12-01,1928.0
Bus,Commuter,13,Te Atatu Peninsula Loop To Henderson,Frequent,West,2025-12-01,50919.0
Bus,Commuter,135,Te Atatu (Totara Rd) To Henderson,Connector,West,2025-12-01,13931.0
Bus,Commuter,14,Lincoln Rd To New Lynn Via Henderson,Frequent,West,2025-12-01,56876.0
Bus,Commuter,143,Ranui to Henderson via Sturges Rd,Connector,West,2025-12-01,7868.0
Bus,Commuter,145,Lincoln Rd To Henderson Via Western H,Connector,West,2025-12-01,14112.0
Bus,Commuter,147,Waitakere Township To Henderson,Local,West,2025-12-01,10965.0
Bus,Commuter,148,Ranui To Lincoln Rd,Local,West,2025-12-01,1041.0
Bus,Commuter,149,Ranui To New Lynn Via Rosebank,Weekday Connector,West,2025-12-01,12210.0
Bus,Commuter,152,Henderson to New Lynn via Sunnyvale and Glen Eden,Local,West,2025-12-01,14287.0
Bus,Commuter,154,Henderson to New Lynn via Glen Eden,Connector,West,2025-12-01,23789.0
Bus,Commuter,161,Brains Park to New Lynn,Local,West,2025-12-01,4660.0
Bus,Commuter,162,Henderson to New Lynn via Glendene,Connector,West,2025-12-01,14558.0
